filepath,filename,label,common_name,scientific_name,split
train_audio/banana/XC215676.ogg,XC215676.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC32051.ogg,XC32051.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat536802.ogg,iNat536802.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC213998.ogg,XC213998.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1476456.ogg,iNat1476456.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1648317.ogg,iNat1648317.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC112602.ogg,XC112602.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC70807.ogg,XC70807.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC250686.ogg,XC250686.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC215659.ogg,XC215659.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC524994.ogg,XC524994.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC986727.ogg,XC986727.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC215467.ogg,XC215467.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC975698.ogg,XC975698.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat368646.ogg,iNat368646.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1299844.ogg,iNat1299844.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC173565.ogg,XC173565.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat483177.ogg,iNat483177.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC495669.ogg,XC495669.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC455324.ogg,XC455324.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC519180.ogg,XC519180.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC316990.ogg,XC316990.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC973391.ogg,XC973391.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC523836.ogg,XC523836.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC213995.ogg,XC213995.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC799776.ogg,XC799776.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC798995.ogg,XC798995.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1394445.ogg,iNat1394445.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC277010.ogg,XC277010.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat281441.ogg,iNat281441.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC196395.ogg,XC196395.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat344526.ogg,iNat344526.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC939505.ogg,XC939505.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1374073.ogg,iNat1374073.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC422567.ogg,XC422567.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat950352.ogg,iNat950352.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC817205.ogg,XC817205.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC928598.ogg,XC928598.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC653323.ogg,XC653323.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC178621.ogg,XC178621.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC84478.ogg,XC84478.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat351449.ogg,iNat351449.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC750762.ogg,XC750762.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat308903.ogg,iNat308903.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC825068.ogg,XC825068.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat964606.ogg,iNat964606.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC331387.ogg,XC331387.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC450975.ogg,XC450975.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1569971.ogg,iNat1569971.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat347546.ogg,iNat347546.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC147123.ogg,XC147123.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC214524.ogg,XC214524.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC127164.ogg,XC127164.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1654398.ogg,iNat1654398.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC235220.ogg,XC235220.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat643637.ogg,iNat643637.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat635413.ogg,iNat635413.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC186138.ogg,XC186138.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC421240.ogg,XC421240.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC856541.ogg,XC856541.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC523832.ogg,XC523832.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC84474.ogg,XC84474.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC736959.ogg,XC736959.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC316991.ogg,XC316991.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC673166.ogg,XC673166.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat51535.ogg,iNat51535.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC614396.ogg,XC614396.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat964607.ogg,iNat964607.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC952286.ogg,XC952286.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1431337.ogg,iNat1431337.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC2593.ogg,XC2593.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1407149.ogg,iNat1407149.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC591270.ogg,XC591270.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC84475.ogg,XC84475.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC538271.ogg,XC538271.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC524991.ogg,XC524991.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1105993.ogg,iNat1105993.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC1016729.ogg,XC1016729.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC430035.ogg,XC430035.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat424231.ogg,iNat424231.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC495668.ogg,XC495668.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1650332.ogg,iNat1650332.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC196681.ogg,XC196681.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC250685.ogg,XC250685.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC185976.ogg,XC185976.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC347839.ogg,XC347839.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC46763.ogg,XC46763.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat863502.ogg,iNat863502.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat342892.ogg,iNat342892.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC929746.ogg,XC929746.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC520820.ogg,XC520820.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC434963.ogg,XC434963.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC520818.ogg,XC520818.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC496296.ogg,XC496296.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat277224.ogg,iNat277224.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC284997.ogg,XC284997.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC214517.ogg,XC214517.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1682144.ogg,iNat1682144.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1669861.ogg,iNat1669861.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC262503.ogg,XC262503.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC712373.ogg,XC712373.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC214712.ogg,XC214712.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1496209.ogg,iNat1496209.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC697123.ogg,XC697123.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC58863.ogg,XC58863.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat532148.ogg,iNat532148.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1403373.ogg,iNat1403373.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat521485.ogg,iNat521485.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat828738.ogg,iNat828738.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC46632.ogg,XC46632.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC397320.ogg,XC397320.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1105784.ogg,iNat1105784.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC215533.ogg,XC215533.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat928040.ogg,iNat928040.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1003999.ogg,iNat1003999.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC262502.ogg,XC262502.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC275597.ogg,XC275597.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat252608.ogg,iNat252608.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC1069087.ogg,XC1069087.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC443366.ogg,XC443366.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC924738.ogg,XC924738.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC590531.ogg,XC590531.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC372725.ogg,XC372725.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat736745.ogg,iNat736745.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1634628.ogg,iNat1634628.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC242441.ogg,XC242441.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat314500.ogg,iNat314500.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC234129.ogg,XC234129.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC489021.ogg,XC489021.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat1005723.ogg,iNat1005723.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/XC668347.ogg,XC668347.ogg,banana,Bananaquit,Coereba flaveola,train
train_audio/banana/iNat217408.ogg,iNat217408.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC178622.ogg,XC178622.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC738630.ogg,XC738630.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC996292.ogg,XC996292.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC837614.ogg,XC837614.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC403852.ogg,XC403852.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC614934.ogg,XC614934.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC768806.ogg,XC768806.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1647768.ogg,iNat1647768.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1024701.ogg,iNat1024701.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC287776.ogg,XC287776.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat559014.ogg,iNat559014.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC262501.ogg,XC262501.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC213296.ogg,XC213296.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC4311.ogg,XC4311.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC116489.ogg,XC116489.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC120824.ogg,XC120824.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1423073.ogg,iNat1423073.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC335021.ogg,XC335021.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC838476.ogg,XC838476.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC948862.ogg,XC948862.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC737041.ogg,XC737041.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat180706.ogg,iNat180706.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1638891.ogg,iNat1638891.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1371881.ogg,iNat1371881.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1563529.ogg,iNat1563529.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC215557.ogg,XC215557.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC247111.ogg,XC247111.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1720274.ogg,iNat1720274.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC529279.ogg,XC529279.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC736771.ogg,XC736771.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC146937.ogg,XC146937.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC32055.ogg,XC32055.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC175745.ogg,XC175745.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC32074.ogg,XC32074.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat573888.ogg,iNat573888.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC269287.ogg,XC269287.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC924739.ogg,XC924739.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat549052.ogg,iNat549052.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC971449.ogg,XC971449.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC783178.ogg,XC783178.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1721082.ogg,iNat1721082.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC211366.ogg,XC211366.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC406935.ogg,XC406935.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC128032.ogg,XC128032.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC233959.ogg,XC233959.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC420337.ogg,XC420337.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC523831.ogg,XC523831.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC523838.ogg,XC523838.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC519809.ogg,XC519809.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC308452.ogg,XC308452.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat354802.ogg,iNat354802.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1429882.ogg,iNat1429882.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat597011.ogg,iNat597011.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC146976.ogg,XC146976.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat868338.ogg,iNat868338.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC939544.ogg,XC939544.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat478917.ogg,iNat478917.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1400797.ogg,iNat1400797.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat933037.ogg,iNat933037.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC460421.ogg,XC460421.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC863662.ogg,XC863662.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC288954.ogg,XC288954.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC465602.ogg,XC465602.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC998280.ogg,XC998280.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat599945.ogg,iNat599945.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC84472.ogg,XC84472.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC213285.ogg,XC213285.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC652646.ogg,XC652646.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC974424.ogg,XC974424.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC775648.ogg,XC775648.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC262504.ogg,XC262504.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat285500.ogg,iNat285500.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC659497.ogg,XC659497.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/XC351849.ogg,XC351849.ogg,banana,Bananaquit,Coereba flaveola,val
train_audio/banana/iNat1433255.ogg,iNat1433255.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC413191.ogg,XC413191.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC460314.ogg,XC460314.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC913488.ogg,XC913488.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat592080.ogg,iNat592080.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC437549.ogg,XC437549.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat353343.ogg,iNat353343.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1035884.ogg,XC1035884.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1068948.ogg,XC1068948.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat277214.ogg,iNat277214.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1059797.ogg,XC1059797.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC393396.ogg,XC393396.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC196682.ogg,XC196682.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC835328.ogg,XC835328.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC84476.ogg,XC84476.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1601568.ogg,iNat1601568.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC939064.ogg,XC939064.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC754861.ogg,XC754861.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat688425.ogg,iNat688425.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC58866.ogg,XC58866.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat471575.ogg,iNat471575.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC427233.ogg,XC427233.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1371833.ogg,iNat1371833.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat143232.ogg,iNat143232.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC490740.ogg,XC490740.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat33121.ogg,iNat33121.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC319635.ogg,XC319635.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1056057.ogg,XC1056057.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC372724.ogg,XC372724.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC387899.ogg,XC387899.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC725276.ogg,XC725276.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat724164.ogg,iNat724164.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC28577.ogg,XC28577.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1467994.ogg,iNat1467994.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC115505.ogg,XC115505.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1663739.ogg,iNat1663739.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC262505.ogg,XC262505.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC211811.ogg,XC211811.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC523830.ogg,XC523830.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1371831.ogg,iNat1371831.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC690553.ogg,XC690553.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat578077.ogg,iNat578077.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC346009.ogg,XC346009.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1025691.ogg,XC1025691.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC757619.ogg,XC757619.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1035893.ogg,XC1035893.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1576095.ogg,iNat1576095.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC116098.ogg,XC116098.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC939494.ogg,XC939494.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC957251.ogg,XC957251.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat998528.ogg,iNat998528.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC576031.ogg,XC576031.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat357060.ogg,iNat357060.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat207920.ogg,iNat207920.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC84790.ogg,XC84790.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC1017270.ogg,XC1017270.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC939908.ogg,XC939908.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC484774.ogg,XC484774.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat239520.ogg,iNat239520.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC689903.ogg,XC689903.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC561261.ogg,XC561261.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1019241.ogg,iNat1019241.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC814348.ogg,XC814348.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC690554.ogg,XC690554.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat615009.ogg,iNat615009.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC326973.ogg,XC326973.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC195411.ogg,XC195411.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat368645.ogg,iNat368645.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC170035.ogg,XC170035.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC946049.ogg,XC946049.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC489594.ogg,XC489594.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC416125.ogg,XC416125.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC519808.ogg,XC519808.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat339877.ogg,iNat339877.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC297013.ogg,XC297013.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1157593.ogg,iNat1157593.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC345364.ogg,XC345364.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC241562.ogg,XC241562.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat494464.ogg,iNat494464.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat366408.ogg,iNat366408.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1564205.ogg,iNat1564205.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1208541.ogg,iNat1208541.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/iNat1215338.ogg,iNat1215338.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC173391.ogg,XC173391.ogg,banana,Bananaquit,Coereba flaveola,test
train_audio/banana/XC331385.ogg,XC331385.ogg,banana,Bananaquit,Coereba flaveola,test
